title;summary;article_uri;account_name
【金刚智慧——种子的力量】新年祈福读书会在雨枫书馆怀柔馆顺利举办;12月31日下午,北京红螺文化研究会携手北京雨枫书馆举办了2018新年祈福读书会【金刚智慧——种子的力量】雨枫书馆创始人·许...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196710&ver=665&signature=Wpi91xJ9BmNhVlsO2uOHEFmSi9y8L*BBAplZfVFcDkQ80xmhyXKVBq9zrVw4q1BP-XVn*l1XQGfrQtgmh7u9exfosizrLSOJPhQdFbIpk*NDjRGkk80PAOWv25Ytgye1&new=1;雨枫书馆
【有为讲坛】关建人先生22号晚南海图书馆讲“禅”中智慧与心经,组团去听!;欢迎免费参加“有为讲坛”公益讲座第512期 主题:“禅”中智慧... 晚上20:00——22:00开讲.讲座地点 南海图书馆三楼报告厅主办单...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196710&ver=665&signature=ixMzIiq7CVnmPwXv5L9s5drlKenfTMaR5uyFP7W5K5g9z*494-IJnv5QaFD9w-wGLoVS5lhxzK0s86KBw2AroVbgCiTOLnlmLdjDig7m3I-RSRnoMFk2wK52YP4MEACh&new=1;南海读书人
顺图动态| 关于顺德图书馆开通 新东方“多纳智慧魔方”数据库试用通知;选取“多纳智慧魔方”,点击“馆内进入”即可.2、馆外访问(仅限顺德区内的读者)进入顺德图书馆网站(www.sdlib.com.cn),...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196710&ver=665&signature=By4j9og8LVNh3sVZ8I3qEfhVgsj4MTXRaZZ*H0oAwAHOcRqzXiLp58jYERxrHVyNOiA63lD3dVaIxjhscAUqvkogHQx72L18X-FLGnQ9B2c1X5m-8dsuwWkryFXl8MMN&new=1;顺德图书馆
校园快讯“智慧书吧”邀你阅读 --东莞市青少年活动中心自助图书馆开馆;“这儿不仅能免费办理东莞图书馆读者证,还能24小时自助借还书,很方便!”市青少年活动中心“智慧书吧”邀您阅读3月6日,在东...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196710&ver=1&signature=n9WcIzEAMxqQk-8WaY*LIPUpiDk7rI97VR4VwtoQBniFFWa7wcPq8JIbNRzaOfg3FUxWD46N9JMITy9m9mrVVXRM7ls6lPEn4DdFxtfAleoGci6dKfEJS1VUC-zEzVzTCQ-okCQf-ejLa7xt*Y3Olw==;东莞慧教育
活动预告|3月青浦图书馆名家讲座,带您体验智慧之旅;赵长天,曾任上海市作家协会副主席.老庄哲学的文化智慧时 间:... 青浦阅读推广联盟活动风采展时 间:3月|全天地 点:图书馆一楼大...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196710&ver=1&signature=IG98buU2D6ZfPHSZBO8Wvs3f-IdZsx718ynGeOQ7kkFQhxOrkPnJjJrS510E-4ICsd7qUPbJKW0OhB4JNsH6DrQ6l4i8oyIGe*zirpRh4vr5pxeZRRvpCq3oMzvnRf1mN3A7sfHWB6zpSAc2NqTkga5COo5WFJqqGqO*YeslIfQ=;文化青浦
“智慧”之书开启一扇“心理愉快旅程” 长龙航空客舱部“漂流图书馆”对忠实的“读者”免费借阅;时至今日,我们小小的漂流图书馆已经收到来自爱心捐赠书籍数十本,其中涵盖了文艺、小说、以及各类综合性图书,今天,属于我们...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196710&ver=1&signature=GSf8QEoAhSUuWFRSZvahLxldJnSJuWYqIePpeGFNcbWxuEhZZTSCopKAtgpUB9RiATh9oexOAvO6JyfnUyOGnWJuJIzMGv*VNEBRlyyiT0n1KHBsV75G*2GyP23otOpBK3psGbF3jmfpZUC3tOse8mOWGJjAHl4iD0a08aiUGik=;长龙航空客舱部
听众分享10月17日付瑾老师在宝安区图书馆举办《易经的智慧》讲座心得;2015年10月17日晚付瑾老师在宝安区图书馆举办了《中华传统文化系列讲座之易经的智慧》,反响热烈,现摘选部分听众心得与大家...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196710&ver=1&signature=PGdOIWSYjrMjb1AcEIJVSlKFztTAIRl69we7c4-gJujpiDicBhaQPSpwIYByQ9Wg9SwHrmSTY1fXeZm29u39NSXlOwIlVMrHE*8R-GdvWxqlZvEXYH4ayiurdz3pdP231mwJOyDn3N4z-04wuFAo-g==;贞明育心国学经典
【少图简讯】“小雨点”智慧营地暨“小雨点滋润流动花朵”国家图书馆日特别活动成功举办!;“小雨点”智慧营地暨“小雨点滋润流动花朵”国家图书馆日特别活动成功举办!国粹,是指完全发源于中国、起源于中国,并属于我...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196710&ver=665&signature=4fJ-870gzFhZ1o7ZElhqlH5YWSoKYGcHOOClgvQgH1oLWf3Je-YkPU*sx4keZTSDqG6Et6cfde82ARlEktk7pPtHhdvL9n9YsHPavdheOsctfbtUya0MkFci2Cx2DiF2&new=1;天津市和平区少年儿童图书馆
【小安说新闻】播下“悦读”种子,启迪智慧生命——安亭幼儿园大班参观嘉定图书馆;安亭幼儿园在2017年5月23日组织大班幼儿参观嘉定最美图书馆,开展了一次遨游知识殿堂、开启智慧生命之旅.嘉定图书馆GO出发...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196710&ver=1&signature=vo*ZMsx5GNBp12rh*hV87BAG29HwxHHgZ5uayLGYKuM*pM2Jv8oGXPlFfPkk-l18sT4jAZwoG3m97meST98GjGJsn6QziDM8wzOjTk5vVW2J8MUqllz0h-YrPvFN1bHzs43tBhQ91yrrCQMcPIe9bXIXN-8J8j4JH8oMKFJOuxk=;嘉定区安亭幼儿园
上海2017年重大工程进展大盘点!哪些让你的生活更便捷?;上海图书馆东馆、上海博物馆东馆、上海世博文化公园、徐家汇体... 上海发布上海新联纬讯科技发展股份有限公司专注于智慧城市建设...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=SlhDnxjsZ096hVf4kOwAaDhlsH-JaEvS1kae0n*yWwdDQnWnYUlxKJxErVuEGB4unlsEE-U*qjg-B5uYZBnp1xd-MqUZFc5Ae1b6SdU8l034AgBQWf54V3CRVJD7SQVr&new=1;新联纬讯客流眼
校园网统一门户平台上线啦!;十三五规划(2016-2020年)》,我校的“智慧广工”系列项目之... VPN系统(提供从校外访问校内资源如:财务、图书馆、云盘等服...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=nN4yatLocveTTN49ROBhFon16QZkPx0cP5pMgsX24uDMNTOIuFHqQKFcc9Yc18Gkw9uMAr4TyFEn9KfzguhOC8bMa0MtjXOen7OjAst-CiS1eL80WWpWfWVE1RDzcj1z&new=1;广工青年汇
青腾汇全球私访 | 30位千亿估值创始人,探访7-11、无印良品、茑屋书店…;1月28日-2月1日,青腾大学校友圈“青腾汇”围绕“智慧零售”首... 在增田宗昭最初的构想中,是打造一个拥有“森林中的图书馆”...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=fKd65zRc11EhI1IdivkSjuDhIlxMkzvh-5GTgg9a-XJpvJv5ERr-*hpsQ-xrc6x7slHFnZbcTceMXNp6BIFrNZ2X9ZcU-ASmodTazPNwZx8N5XlQbBi6tB5T-ya9-JiU&new=1;腾讯开放平台
聪明人都在下笨功夫,愚蠢的人都在找捷径!;钱钟书进入清华后的目标是“横扫清华图书馆”.他的治学心得是... ~ 分享好东西是一件很快乐的事 ~ 智慧企业管理 hopeintel;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=GsdwY2OV-Jh0phhDq3sDWbWXxL34r4iCNLikb2rUo0WkodgYY6AZa0E8pcc4rES34oZFC6xNx06ZezTXL*gMFoag82xXmaWxX-x5a9h-EnAomZOtrhq79cVV7ifH6qd9&new=1;智慧企业管理
【读书】难以入口的苦酒;某天去图书馆还书的时候,懒得上三楼去挑选新书,只好在大厅自... 中解释,哲,智也;在《新华字典》中的释意,哲,有智慧.顾名...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=PQPQI4fJMDJfRBBp3Gsc16HF2Sy6m9wK*FIwe--Zc3QEPWNbgJanayqtqO45kDrhX0avKt-RJydK349oBcDcSIWw*10C75da3IR25YTMqXPT5Xtdqcm2AW*DdjvWjt6V&new=1;写作之旅
刚刚,2018年上海“开挂”清单宣布,27条好消息让你身价暴涨!;新建改建30家标准化菜市场、500家社区智慧微菜场.开设500个... 推进博物馆东馆、图书馆东馆、少儿图书馆新馆等重大文化设施建...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=Bd*4DDuZnf2oVySB*DdpA8unTj*0TRrwtkjd5RkYVIIHKXssR68XZzD7tI5uQhZrHKvUDVAfmA64wN27JGheKq-WsVhMhGob*nRMP1PHJvvHiAU6NasdKTkgSmy6C2i4&new=1;上海头条
净空老法师:是真修还是假修?一见面就知道了;我们一定要如法的修学,要修真实的清净心,清净心起用就是智慧... 往生咒讲记 (第一集) 1994/6/4 台湾景美华藏图书馆 档名:01-...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=6cPRaiXnmxMjf2y3IwTZDMaQuok2a5KKYW5*IP02DNB3WAahE0H17JftEDL4SlkDUuLxVd88U4P7V41gdfS98rIzCXr4UBKu3rjUGh5SiphwqbjnjvYiFKb41LauNWVt&new=1;菩提佛学
宿州博睿教育投资有限公司(宿州国际实验学校、宿州博雅实验学校)2018年春专业教师招聘公告(博雅校区专场);建有符合国家标准的学校图书馆、阅览室.为培养和发展学生的个... 一、招聘岗位及要求:1、智慧教育团队2、智慧服务团队二、福利...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=gmFR9z6LZ72ENpZ46TwTp-NfsW4tCjW02BrRPfUidr5Jg9929Ac9KjzvZ4nmi3trruQKqbVQsMEIwbDCG*C9dKuBVgRogBOch2wyCcfY5EcQoKHNFSNs8J2gIPwUoHE2&new=1;宿州博睿教育投资有限公司
【启事】诚邀天猫店铺合作;入选“全国图书馆推荐书目”;《学好ABC,走好人生幸福路》... 《代代出圣贤的教育智慧》《孝悌忠信:凝聚中华正能量》《礼义...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=vLD-H87UR7lSVp5yx2MSmE3Ivux7rMiZJWxC3ksIUVDfhNVTkWFNw*furf6CtHIedVOyNP4Zu*mYyXCR8vgqYV*3Ub5xXAUPdNPoku70h3*63lI77IA70CzMPQytEsBV&new=1;传统文化公开课
破天荒!整部《论语》纳入2018高考范围!;也是一部古老的做人做事的智慧宝库.作为中国文化之根基,从古... 注释的注释,注释的注释的注释,加起来足以装满一个图书馆....;http://mp.weixin.qq.com/s?src=11&timestamp=1517196735&ver=665&signature=PbGbH465GzvAkvFWk1oHUF5FMwAGwN3nrDjwBs7YeaubhOQzDwixwZUJkmsCPdSkIK*3qd3Jte7dK1Gm4Ij9T5RO1bdXSxghgRt3ygqvC40wuOe3AGP-7TOdSYfrZ0kj&new=1;约读书房
连环画:难忘的精神图画;那些比巴掌大不了多少,却蕴藏着知识和智慧的“精神图画”,... 来源:光明日报 日照市图书馆 rzlibrary;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=CeYMaxvGepbM1I93XEj2YNnIzdSkP0I1XqnzceKAVycBTc*Re7llvScd6heyqH2SYt33DETB5Ti5PaKo07RaCE*Fihtuj-arvH5anyhBU13NPyRHuyl0J-aUOyx2KiMI&new=1;日照市图书馆
教育的目的是:培养孩子走自己的人生路;教育错了的儿童比未受教育的儿童离智慧更远.今天许多家长和老... 大学里不妨既无老师也不考试,任他们在图书馆里自由地涉猎....;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=3V-ek-yFbotIBGjJtioYdw4MdSKMG2dEUpPJ0U9HVbmGZSOLmOl6xUZ8If1Nv4IW*qRo6wJ9RSI3w*hNz0CS6DrUcVgs5Q4xlQkVnn86Ujez-WTkT0b1f4neoumFRHpL&new=1;華語學刊
好书共赏 | 儿阅新书推荐;每个爱孩子的家长都能从故事中感悟出教育智慧.索书号:H125/... 秦皇岛图书馆 QinhuangdaoLibrary;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=ZAP-r0R72zu5t00tMoK05i*flX*VEcuthQ20I0TR4h3ho282JhKHksqejaz08Kz1MQ8Q7Qi5HggxNGsP5YxTO9A*1Ahcn2Xcjlz9P3yRiZJEwUSVBmJRA7lZt76ryVuS&new=1;秦皇岛图书馆
教育的目的:是培养孩子走自己的人生路;教育错了的儿童比未受教育的儿童离智慧更远.今天许多家长和老... 大学里不妨既无老师也不考试,任他们在图书馆里自由地涉猎....;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=DGDdXluxS1FyDBkSchAt3DNHauI34I7CzLCd1aL3NE0Z9cLQ1WC8zlTDgq7cxlYhLhDHz*0N5jsoUYeOxSJ6ysDm1sofqABr7sfT4NzgQbzqsZPJB1s-5EXqDwH25mRs&new=1;阜阳一中国际教育中心
关注两会 | 2017,不可错过的法院时光;推进智慧法院建设点击图片查看详情5月19日上午,重庆市高级人... ⑥ 图书馆开馆点击图片查看详情11月29日上午,重庆市高级人民...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=mWVAucZRAqJLMfKn*Y--tDCnAQ8FUyr9uxaAzkZe2Bv76dXFDtCF115ZdN*MrJjwCklS-sttrq6iUgZcGHXk7wG3xaMuQW1Yu3YBa31iqFbnZLcuOVE64929aeVY*qvz&new=1;重庆市高级人民法院
人生海海|步履不停;里写:“你又年轻又漂亮,今后有的是时间忧伤.”而图书馆永远是个好地方.虔诚敬畏,热血梦想,绝对平等和无上自由.人类智慧...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=ejWZjo27LMZk-NijR-CdWCaA15FFndnszienCzRcvbExRaO6lMDDSj*l3ZaFO3FnXT*B7xsjNgII7k*Q3f20SBgg-NlchpNA8Xt7XtUhrQASmUYVi9pfF1Dqg-OgcJf*&new=1;月亮和猫
净土大经科注第四回(第五集);要学放得下,放得下之后,自然你就看得破,智慧现前了. 是性起... 告诉我学校准备建一个四库图书馆,建四库馆,开汉学院.这也是...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=NOJF5hJqODWCk2-Jbo8b9twQ-JoZ1OXI0B96vb-QZa3mb0Bnv-6YQk9PlSaff8e1WdLiGQH2Sa0ADjh5mJHmnhfzSREbc2LYe0xfehn4xAW02tqIztHOE753KF0CxXJ1&new=1;净宗法义
这10篇文章值得你保存10年+;念文/徐智慧 常常会无端地想念一些人. 想起一些人时,总感觉自... 崂山区图书馆 qdlstsg;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=IbevOObJnA3hsEmEtc0ZVjPk1TDnMsNjpzNzEe4Kj3PtgVaeZUlaDB4jsmDuU31Szv4JZKx7YDhcgDkOFXzQAth5gjRMwHoXpf4ZLoOzckqr2eoUaxaF3tulexzvzBqu&new=1;崂山区图书馆
2018年“最具投资价值高回报零风险”的项目!;智慧禅居使用者,将免费获得农禅园一分菜地,自耕自种或委托农禅园专业团队管理.可享受寺院配套设施,停车场,图书馆,自助素...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=KhjAJEomAmoY9fyMJSim5HySAVs9OjS2Hf3Mkaatk7eYBEpJIi7kR7T1G1QYC60uWUOFC8C7MR6DGFftJQd3vZOnbt1B91WZ9bwsAxast2ObGzBvibv02HTwpwqONs6o&new=1;寻捕房北京网络科技发展有限公司
2018年,淮北无线wifi将“遍地开花”!;博物馆、图书馆等文化中心;及火车站、紧急避难场所、核心商业... 《政府工作报告》称,今年将“加强智慧城市建设,构建智慧淮北...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196762&ver=665&signature=pZoycFPhd*gQ9IZvuiND4WO0vqVFF1XRQ8DNziGFzV8mSELp0OkT-W3fu-T*FPJdior71hzlXwKgAPfGIIwSs2p59LUC5*8PacqgOJ6yLH6wkyKD4LDvz0xom427prjm&new=1;濉溪警方
【微信红包】限时抢红包买门票立减现金,智慧图书馆等你来嗨!;音乐剧《智慧图书馆之奇妙夜》剧情概述:该剧剧情从孩子们耳熟能详的经典励志故事展开,以小朋友熟知的童话卡通形象为角色该剧...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196788&ver=1&signature=B82ycxClSdQA1LObQEclnif*F99icjj34tbhEeMQswH5*LE8eKpulIbao8MoWHRH1DwVmXe2CWcvcsXuF91m395FBUYcrUmd1dGG8lUTyAgdBDvCmrOSwFGwteZ1YFc06Uxo3po7xkbJEZIh9OQBsHj8CWXZP5ilH6ETuQVU8Uk=;QTV青岛全接触
开封市数字图书馆进驻智慧开封展示体验中心;到智慧开封展示体验中心参观学习,市委副秘书长、市智慧办主任蔡建春、副主任翟宝群、刘凯陪同参观,双方围绕“智慧图书馆”...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196788&ver=1&signature=E4HX6kFRJJ4Irilm9MjH1a--QfS64OWnTdgSbydmdZfHU6Iq7j2pGZTys9TmzvxWJGzhgdNJU*tCRQGKGGj8rTQuQYWkv4mfT4BOnaIRcIKuTKm9ZhHCREhQBR4hG4x0I273IkmSz4Tu3UWV5b3Rdw==;开封市图书馆
新鲜丨自动借书还书 自控温度湿度 宝丰这个图书馆真“智慧”;不需要人工管理,24小时随时能够借书、还书、馆内阅读……3月26日,我市首个24小时公益智慧图书馆在宝丰县揭牌.宝丰县文广局...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196788&ver=1&signature=bEV3z0SiTJM9YEVJGuNIioysX0KvqBvpbl6xlVPDe4wbvuZ3gAoYmyiohd1IctO*odrjT7UzPS9z*m27Il*Kc*Ru-wy2DSrAYmxS62cRlivMDlw1ZOnDFYoRy5igdGutPDM-0tZnJrIwk5Aj55IVEcFqGfcPFZhYHdtb0i*unk8=;宝丰视觉
爱心捐书予人智慧---普宁一线爱心协会为南溪镇玉竹港村捐赠图书共建爱心图书馆;南溪镇玉竹港村的村民为了解决“买书难、借书难、看书难”的问题,自发在村里建立自管自用的公益图书馆,让村民在家门口就能学...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196788&ver=1&signature=*Slvwt4yUh*zYk0Nm-YaAh9u0CI592JI2FAiZmSThBGxx4gJen7RHgu6GDSdwLqo5CaHNjGAD09M8bKLCn2tkxPphAowBtIxcrkoIZmIJ2ZDgekGpLWkjQDktfCoPnJG9Zkz5GaOF62Aht-4YlSOy-e0Q3XYkSlzpxVmy0PGZq4=;普宁一线爱心协会
【公益活动】《博伽梵歌》宁波市图书馆捐赠仪式及瑜伽哲学智慧分享;瑜伽哲学智慧分享会 活动时间:2016年8月20日上午9:30—11:10活动地点:宁波市图书馆二楼多功能厅(海曙区永丰路135号) 报名...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196788&ver=1&signature=XDACeQy2cFTZnpu9dBq7I8uj9PlWrDiC1qV2AlU8oExs-JFMvC66S1z*B77jng6Ku49NhfFccPhpbhBCi-X0EThWZKjo1KcydlYLEizAPy4pujaTChEqFnoqV0w1zGoAtWo065VH3tB*Aujdje41jVQluFsiUJgYgQ4hnL0eP7Q=;宁波静缘瑜伽
智慧城市建设发展趋势与江苏的战略选择;在数字文化政策方面,提出建立智慧图书馆,为欧洲公民保存文化资产;在电子政务方面,主张各国采用灵活无缝的欧洲电子政务服务...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196788&ver=665&signature=Gw82HCmQECa67kmeYUjWzfqeT5Eyk2jGse7nWKG3nm*9u8-ziY9lr-0Tn6rH2Y-MSB3B*XZGah216y8N7HqSsX6XHCzgHWOWnYuBmvSi5a4kvUyjIWyCfR8pE*xyGc2J&new=1;江苏省城市发展研究院
「 拓迪资讯 」温暖城市的灯光 广州方志智慧图书室落成;开放日活动内容丰富,其中,最引人关注当属广州方志智慧图书室揭牌仪式.中国地方志指导小组秘书长、中指办党组书记、主任冀祥...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196788&ver=665&signature=pIk86W3C4nvGwCLqXzQcZhGbu2MDBu2bK-GaNW6pAJfRK4tHN6uMsqD5KP7d0iH4pFge2b4hnp4kd4rE2rSax25liksLGUd6bYQ8VPw189nh-7Ks97bYDPZ6VLjS0yTO&new=1;广东省图书文化信息协会
一点小记一点想法南大图书馆;特别是人才培养,图书馆持续发展方面的忧虑.读者服务、资源建设、馆舍建设、学术研究、软硬件系统、大数据、智慧图书馆......有...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196788&ver=665&signature=CzMy0lalzNPoYy3EiwKZ6HDWrnxs3ytnIttNOZ*kM1JSFJnSDjmd-KpE0RlDm6TVYVuyNP9azihKAHLuPSKQ-Jqcaw6oegF1QG0xLTx4L*lxTivoRpD53XDiwwRa51SK&new=1;南大智慧图书馆
韶关无人图书馆上线!这些分馆试运行满眼高大上!!!;新华北路分馆和沙洲四路分馆等开始试运行有了这个新发现,小编迫不及待的对市区部分试运行的智慧图书馆进行走访.风度书房沙洲...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196788&ver=665&signature=YZ2hVdO8XhuL8jx80JEvyDX56hM6PXibKYWlL6ljLvkk1Q5pgR8qXIU-bRQhxQUEnDgDsXSdk4yPKS5iDOg3q3pIEM5hCfgcI1Bj4*sguwg0x4SGrYVQxVe1MATCbRm5&new=1;无线曲江
江阴市图书馆举办江苏省少儿数字图书馆线下体验活动丨智慧乐于学 安全在我心 报名啦!;智慧乐于学 安全在我心线下如何有效的对孩子进行安全教育,令众... 参与对象4——10岁小读者 报名方式 江阴市图书馆 jiangyinlibrary...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196788&ver=665&signature=uOT6FlX0B2ocwG3kkhKzj1VNbGFWHG1-20tSEKoLT8CGA3q4YEXmkBnJ*knr02dtEaDDycZGX30wJUFX5uDTIRVI0Yhq4GfBH8waD9cskiIhnWKFgyNxeI*X1emuTc9T&new=1;江阴市图书馆
把全球最壮观的14座图书馆介绍给你;图书馆的大理石外观依旧残存于土耳其的以弗所城遗址.图书馆的入口通道处矗立着4具罗马雕像,象征着这位昔日总督的智慧.图书...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196814&ver=665&signature=lgMNY7reec0UTeJaOt7xMlcwIjrylzIRjtXa3NCHnq6B*OQG1CbwemiGxMmVWo9-zb92I8dad7bl9ApwPGRQ25Up47byQhcwQP-iuWRHD3k0z6JqhL4X3QFUzOsPiw0c&new=1;青岛全民阅读
让想象变现实,让智慧变立体!河北省图书馆的孩子们今天玩嗨了!;我们第一次把【3D打印创新教育】公开课开到了河北省图书馆,在河北省图书馆少儿部多媒体阅览室里,孩子们坐在沙发上听老师讲...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196814&ver=1&signature=ELhUoh8n-AEOMEBsRJgvLdc0OpXhYyDLeoDenQMq254iRxIaalgNskIF1NCTo1l7pah77FY25tpkQagVs08zIGfuqXOew1VT4tzNCHfshcNrHGSD2Up4pHwkEtNgD74QwVVRlondz8iK*cp5XuMAE6symKB4zzHIwj*Fpi7fpT8=;河北教育资源云平台
【社区动态】国家统计局扎兰屯调查大队捐赠书籍 为星光社区智慧图书室“添砖加瓦”;“互联网+便民服务中心”第五季跳蚤市场活动为契机,在辖区知青广场为社区智慧图书室图书捐赠角捐赠价值300余元的书籍,供广大...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196814&ver=1&signature=NdpHCqpjywXo3f9SUJ38cDIzc9GyvNylOGv11KG2bZiHWfZBnA52TsHzbGuJa7Ia0jMDx2Yrc76Nx3Tgz*iO0IKL4-79k7rwHvc1JebyQlojnfx*KtNkbUXVXHBflbrdjWzTqvrJRuNiixPONk6mnfrDkjNREbPCcH1YIvRnbw4=;智慧向阳
【活动报名】微信报名/本周六/舟山图书馆/小实验,大智慧;12【小实验 大智慧】活动报名开始啦!阔别了几个月的“小实验 ... 下午2:00-3:00活动地点:舟山市图书馆四楼培训室报名方式:微信...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196814&ver=1&signature=PfWVKzHZNpXMemowxCdxpEswczpMyQmgbFy8bEjVw0HbiDBLqIxGrihsGeldswe8M7VI2r-0OMn1GI0iPCG8RPCMPLgAEtihmHCuFpf9qGHZh7OOX0O9yUhyVpgb4hgWLEhTr896T*ZkRGuqo2apSzJGBZIzPGND8U13RsYMqDs=;舟山海洋数字图书馆
邓州市24小时自助图书馆即将亮相,你期待吗?//邓州市纪委监察局举办“智慧纪检”平台应用培训班;也将服务推送到了读者的家门口.”市图书馆副馆长吴新闻说道.科普环节“城市社区24小时自助图书馆系统”是邓州市智慧城市建设...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196814&ver=1&signature=9-e1kVpF9OaHuIFblxav8KWtpnzPSIPv1QPow6bFuT24AK811-H6MnFbDspZq5ml9-bFeURUuJFMiQYrcSLf6VPzZwvTalUrPi*Fme5d*AqUgSfeeUUzj-HVp3M8*TpBJSbFFknrIxbWlHadtqy8P2VUpZpD7XXI9wDzjT6hEMU=;直播邓州
破解智慧城市项目落地难,贵在抓住刚性需求,十大落地模式值得看好!;多规合一、智慧教室、智慧消防、智慧河(湖)长、雪亮工程、智慧井盖、智慧公路、智慧图书馆等,后续将持续更新.以知识工程体...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196814&ver=665&signature=WzQVuiPbiHMouBy5RQdzcvfp*UrSAFnAMCqlH-RXpbBAvzDcEo7KAK0XZavT1H3OfSfIdgQlsJS8fkakO*6KzSpzCU91WEUB2vZ2bf*w2JluTEUiGpHy*Sio3wRE3LH0&new=1;智慧城市中国
南开大学图书馆“智慧”手段管理座位资源;每到考试周、考研季,网络上各大高校图书馆前堪比春运的排队景象总是令人唏嘘不已.座位资源紧张、占座不到等都令高校图书馆管...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196814&ver=1&signature=TRWH8QLiywZy2fEeCInlKARvVI6z7-Azkwwy56IC7fjOrQLBxeRR*V*IDxeowTVIu2R8Iw9ViZxByHQJZIFID7Lols-GNKkyTqSKw5-6tsPXndPCXk7yLD7Jn6g-DY-umc1Bf1SMYjOMHTtLKa6iEtyJhtYzqM7wK9GvWAyJusI=;南开大学
建造的智慧:烟台所城里社区图书馆;这既是建筑师挥洒智慧的结果,也是广仁计划再谈“地方营造”的苦心.所城里社区图书馆所在院落的平视与俯视视角.摄影:苏圣亮...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196814&ver=665&signature=biSlOaqS0xLwn5HoqCi3YXsnnvgB-jwUnQeTKhDjufNbPTYyfdsUmAWSjkPpRwizyhxzHuPRADlJQteJipgLlY-LNvgQcF-tXk3zHKNjr8kiWmorA9A0QQ8fR-E4F39j&new=1;广仁计划
智慧之美:全球最美的25家图书馆;看遍了世间种种最美的风景,不妨静下心来回到书斋,去品味图书馆别样的美丽.领英在此隆重推荐全球最美的25家图书馆,如果能周...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196814&ver=1&signature=0bEQuazOiutzmnfJmUUUd6vXZLtEPXvPkjqLQu*JEIQY0kbmHe6JQWQgo2YuuBIOn-nx8lpEgPfrVR0ZUoklS4XFq-quGoOkoVb6PiLcWNA1VqK5m2QZ8LCkaS8VSiYNxtM0h7yi-qqGkIB-5Ox0XQ==;LinkedIn中国
朱达书记、黄志明局长一行参观宁波智慧教育展馆;第七届中国智慧城市技术与应用产品博览会于9月8日在宁波国际会展中心开幕.9月9日上午,市委教育工委书记朱达,市委教育工委副...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196814&ver=665&signature=ccTOHcYwY5CiEvjtO8IwxE9gmpMaYRSeusWBKS2UKxN3Nw39oVBgwl7rzO0NsKS2UeeDmRlof4lVhQgNg*fq*A43nmADrWOZl*mwe4g2i-*f-c3-EPqUZq200DpTnY54&new=1;宁波教育
